amount,hour,failed_attempts,device_count,recent_transaction_count,has_2fa,is_weekend,transaction_type_upi,transaction_type_imps,transaction_type_neft,location_change,vpn_usage,new_device,session_duration,recipient_changes,merchant_trust_score,user_tenure_days,previous_fraud,velocity_spike,is_fraud
3251.005965714975,13,0,2,2,1,0,0,0,0,0,0,0,48.599861980656236,1,0.11230395801836252,115.56223355430544,0,0,0
3924.845111842726,7,1,1,4,0,1,1,0,0,1,0,0,99.73878358092327,1,0.9921347995859041,35.99741358606819,0,0,1
12552.96875487899,20,0,0,6,1,0,1,0,1,0,0,1,1298.8869415929557,1,0.09705811023083634,1393.8386073743477,0,0,0
7999.776475151595,20,0,0,2,1,1,1,1,0,0,0,0,148.69402697773364,1,0.6133900856785636,398.82296742861973,0,0,0
30159.261404921148,13,0,0,2,1,1,1,0,0,0,0,0,73.75761434061793,1,0.9546837328974914,235.57438725859166,0,1,0
8883.722285743124,2,0,3,3,1,1,1,0,0,0,0,1,107.48757418228425,3,0.9870761728100523,93.26502901495515,0,0,1
5365.239518259953,15,0,3,5,1,0,1,0,0,0,1,0,981.8687992219905,0,0.527062000547805,897.9724192759089,0,0,0
95382.34418968004,14,1,4,2,1,0,0,0,0,0,0,0,121.67591504231171,0,0.9762556510791822,765.4869101057812,0,0,0
17574.84152403259,6,0,2,6,1,0,0,0,0,0,0,0,13.280389867061125,1,0.26551893249884984,661.5596861672361,0,0,0
23565.24426026957,14,0,3,1,1,1,1,0,0,0,0,0,727.1358943986704,0,0.5486894182092299,244.2165138486093,0,0,0
5298.885602680598,12,0,0,2,0,0,1,1,0,0,0,0,1141.6497930651847,0,0.21753810542374707,111.52410474103253,0,0,0
12779.751400021225,5,0,2,4,1,0,1,0,0,0,0,0,72.94679115842953,0,0.7783687503272368,693.038598125742,0,0,0
24610.355526620457,14,2,3,4,1,1,0,0,0,0,0,0,148.0138964987741,1,0.7379728121541191,104.55048548717149,0,1,0
6967.462816095673,16,0,0,6,0,0,1,0,0,0,0,0,151.41327781144665,0,0.2951793741629398,1376.6438003463086,0,0,0
32070.696749435803,3,1,3,7,1,0,0,1,0,0,0,0,313.3025755658259,0,0.36440463679197577,136.6612747061566,0,0,1
12080.662468360313,21,0,5,3,1,0,1,0,0,0,0,0,7.485516707173115,1,0.7879279882336981,90.75579823923856,0,1,0
16453.709794769762,21,0,4,3,1,0,1,1,0,1,0,1,169.65463914144047,0,0.5702282060282937,272.9770604334683,0,0,0
12067.768145676517,13,1,2,1,0,0,1,1,0,0,0,0,256.9390566081368,0,0.6167030690402255,568.9242510045283,0,0,0
140403.8489692441,14,1,3,2,1,0,1,0,0,0,0,0,30.036177257846816,0,0.6800195339301657,166.6739446336086,0,0,0
21731.16697604606,11,0,0,4,1,0,1,0,0,0,0,0,138.33543921799563,0,0.7455333779800085,345.4203850099867,0,0,0
7648.685416272549,18,1,1,2,1,1,0,0,0,0,0,0,1812.0469433318265,1,0.9554384126180107,29.389114633251083,0,0,0
50138.52291695717,21,0,1,2,0,0,1,0,0,0,0,0,16.644820791233744,1,0.6866378474751663,727.0464970943867,0,0,0
6497.393334753408,9,0,1,8,1,0,0,0,0,0,0,0,752.5475205394741,0,0.8644685897756149,165.3709254717401,0,1,0
27142.704951043062,5,1,3,3,1,0,1,0,0,0,0,0,116.77805725786678,3,0.18253313892353776,595.5588156692806,0,1,0
3103.6368371587087,8,3,1,2,1,0,1,0,0,0,0,0,99.39556346160633,1,0.663544970165991,146.9739118336899,0,0,0
5836.0761104503945,1,0,3,5,1,1,1,0,0,0,0,0,271.95251592171485,2,0.8306999346031495,128.86851693825668,0,0,0
26818.875703243204,3,0,1,3,1,0,0,0,0,0,0,0,503.3953979987994,3,0.7939799887934749,306.240682386887,0,0,0
46095.31421974837,8,2,1,1,1,0,1,1,0,1,0,0,1098.5561497784702,0,0.7210451088543574,627.1759511332012,0,0,0
26143.824405204305,14,0,1,0,1,0,1,0,0,0,0,0,54.61720120277942,2,0.41695649469742757,166.14542608533733,0,0,0
19620.921857397316,12,0,0,1,1,0,1,0,0,0,0,0,19.074634377570977,2,0.9068111076418655,14.032734760730678,0,0,0
16299.607461865124,19,1,1,9,1,0,0,0,0,0,0,1,773.3700865200606,0,0.7127515779847114,310.407189204493,0,0,0
5021.470055876356,7,0,2,4,1,0,1,0,0,0,0,0,186.40321603935828,0,0.8905082898818029,76.34013460004496,0,0,0
10723.102355653436,18,1,3,5,0,0,1,0,0,0,0,1,533.6951121727705,0,0.4212354516109144,81.18781187965455,0,0,0
13896.068384041657,18,0,3,1,1,0,1,0,0,0,0,0,36.40667912357387,0,0.8470290435479149,149.88596573421518,0,0,0
63393.85593704241,15,0,5,1,1,0,0,0,0,0,0,0,115.50647153909358,0,0.716991603604129,610.3945310171192,0,0,1
31058.20456230627,10,0,1,4,1,0,1,0,0,0,0,1,88.54510034635518,0,0.9696751585583355,1306.286967059717,0,0,0
3778.0370116447066,9,1,3,4,1,0,1,1,0,0,0,1,128.03251315922446,3,0.9087748985506761,349.99599672567444,0,0,0
30457.39099786559,7,1,0,0,1,0,1,0,0,0,0,0,146.90363846263529,0,0.40184117682900694,38.833824998300955,0,0,0
14986.689501631581,0,0,0,3,0,1,1,0,0,0,0,0,31.11835886703953,3,0.8687205549300095,34.239804876564826,0,0,0
11193.382110971006,9,0,5,1,1,0,0,0,0,0,0,0,186.21814304999262,0,0.6787015462128664,810.3937675234308,0,0,0
40606.209970866876,17,0,4,2,1,0,1,0,0,0,0,0,335.86365710832706,0,0.674448560203745,225.23627961315984,0,0,0
61759.27974656065,2,1,1,1,1,0,1,0,0,0,0,0,55.35275107134094,1,0.9905329530669502,230.82659823681647,0,0,0
55897.789756188,10,0,1,4,1,1,0,0,1,0,0,0,399.69612538144077,0,0.0835673969558318,153.63959124998897,0,0,0
9516.500605720707,17,0,2,4,1,0,1,0,0,0,0,0,103.48035635411203,0,0.2063349129789054,189.46132000919238,0,0,0
16167.973566397854,2,1,1,6,0,1,1,1,0,1,0,0,507.560985559082,1,0.5070378427961577,82.00910563149947,0,0,0
30676.845519479393,7,0,2,0,1,0,1,0,0,0,0,0,95.06345313821838,2,0.37217150001177274,791.8233336913518,0,0,0
58427.68572549429,13,0,4,5,0,0,1,0,1,0,0,0,279.1714891555344,1,0.9460762147250036,582.0602392391124,0,0,0
13640.87067931674,5,0,0,2,1,1,1,0,0,0,0,0,37.105833490665965,1,0.34681461385223367,100.80190523796304,0,0,0
18294.230636104792,14,0,2,3,1,0,1,0,0,0,0,0,152.1908693824344,2,0.33130897503176054,172.10923152364694,0,0,0
7285.6724901890175,13,0,2,3,1,0,1,0,0,0,0,0,299.3342186336183,1,0.5010235782946049,146.3176608121431,0,0,0
6659.457980540537,6,1,2,2,1,0,0,1,0,0,0,0,86.6014267532461,2,0.38534525631496225,342.66050426791503,0,0,0
49638.68868119607,9,0,2,4,0,0,1,0,0,1,0,0,11.936807174664473,0,0.5972157481736708,171.34841836419972,0,0,0
85497.29598948982,14,0,8,2,1,0,1,0,0,0,0,0,661.2196114979748,1,0.5098730376880517,82.48004565929642,0,0,0
20496.09949362894,9,0,1,2,1,0,1,0,0,0,0,0,341.6478746641439,1,0.4982146586840233,362.2382139912648,0,0,0
60086.0450402518,21,0,4,1,1,0,1,0,0,0,0,0,136.76735586557254,3,0.8087253090434586,39.74630173781576,0,0,0
31622.874840345532,16,0,1,4,1,0,1,0,1,0,0,1,519.2767303247344,1,0.6107108521490485,706.3108121236149,0,0,1
11555.077680902401,18,0,5,5,1,0,1,0,0,0,0,0,37.2954946333706,0,0.6482517564968903,1312.4301951649286,0,0,0
31615.272997200005,16,2,1,1,1,0,1,0,0,0,0,1,519.5056393795358,0,0.7651830103059667,71.72536737130355,0,0,0
102542.90408961695,11,1,3,3,1,0,1,0,0,0,0,0,471.888541707459,3,0.41822597659577615,134.58620396814885,0,0,0
21251.313004484164,14,0,1,3,0,0,1,0,0,0,0,0,783.3742914949162,1,0.7621403401966436,78.91261218322911,0,0,0
105307.8933407908,11,2,1,4,1,0,1,0,0,0,0,0,21.95464920531922,0,0.8591187080218011,287.94196023835656,0,0,0
1603.9985684046467,8,0,2,2,1,1,1,0,0,0,0,0,465.16126462464604,2,0.6670496097443607,108.27116572900466,0,0,0
50106.32388592713,4,0,1,5,1,0,0,0,0,0,0,0,383.41192136070146,1,0.8311941983177255,36.347620116566176,0,0,0
24029.72941189246,3,0,3,5,1,0,1,0,0,0,1,0,78.1846662307246,0,0.9584591364102707,43.12996745867511,0,0,1
16333.812905161829,11,1,1,3,0,0,1,0,0,0,0,0,158.4496262424802,1,0.8753650585525996,623.3758508162351,0,1,0
24143.265925584557,15,0,3,2,0,1,1,0,0,0,0,0,157.2112200081379,0,0.8845851306641886,891.1259067810184,0,0,0
3018.2458142533906,8,0,1,3,1,1,1,0,0,0,0,0,664.4589939528636,4,0.8625303160173816,182.61151280160982,0,0,0
17682.453729420096,2,0,1,3,0,1,1,0,0,0,0,0,176.43948646729072,1,0.6228524754767971,107.53171611497068,0,0,0
31480.15327587638,20,2,3,2,1,0,1,0,0,0,0,1,120.04614925226689,0,0.9589702152584043,253.8413486719626,0,0,0
96557.50771911746,2,0,1,2,0,0,1,0,0,0,0,0,337.5345631973163,1,0.5887627190435486,262.0496160459773,0,0,0
13117.857931159022,17,0,1,5,0,0,1,1,0,0,0,0,30.280943108506445,0,0.9836869813107076,1369.322405585697,0,0,0
9813.422761981241,16,0,5,3,1,0,1,0,0,0,0,0,570.5049434813086,4,0.9908054072419638,41.775862276168425,0,0,0
13336.27381736074,9,0,1,3,1,1,1,0,0,1,0,0,617.5198019648194,1,0.6953717414079152,60.18033469965688,0,0,0
55017.25364750255,1,0,1,1,1,0,1,0,0,0,0,0,42.147053305949846,0,0.44501975229109464,619.609172424127,0,0,0
30599.872144875004,23,0,2,3,1,1,1,0,0,0,0,0,450.0757483678261,1,0.8928812187628203,704.2039527365604,0,1,0
12967.99653517715,10,0,5,4,1,0,1,0,0,0,0,0,545.6350426102516,1,0.9200497976680515,1050.6846111283346,0,0,0
36800.52657336042,23,1,3,4,1,0,1,1,0,1,0,0,155.3212110975374,2,0.7943677208321426,1087.1257327079588,0,0,0
24271.972032840185,2,1,5,2,0,0,0,1,0,0,0,0,867.8783307117177,1,0.6487669620341933,426.98053947255227,0,0,0
58025.914445824856,22,1,2,4,1,0,1,0,0,0,1,0,265.182779627241,1,0.5651551152071035,73.20403085158502,0,0,0
10915.585465069042,22,1,4,4,1,0,1,1,0,0,0,0,299.989487441146,3,0.40637338338918844,40.95554198358747,0,0,0
15872.413056359546,1,2,1,5,1,1,0,0,0,0,0,1,356.0046416364925,3,0.7028992029660199,406.7989175770508,0,0,0
14881.76395714003,8,0,2,4,0,0,0,1,0,0,0,1,153.7359067824993,0,0.9758300829887901,132.5532275565274,0,0,0
5097.395754230682,18,3,3,4,1,0,0,0,0,0,0,0,62.39061432724214,0,0.3316655274527348,943.8665954054742,0,0,0
29617.48801189464,1,1,1,3,1,1,1,1,0,0,0,0,243.45119319099996,1,0.6320370050477123,728.1550705513813,0,0,0
28596.947838510954,18,0,5,4,1,0,1,0,0,0,0,0,53.92442230589412,2,0.8453400842111951,53.269140036723634,0,0,0
22139.385631933772,1,0,0,2,1,1,0,1,0,0,0,0,849.5805899813215,3,0.4763222733235351,455.73088476400477,0,0,0
17420.672707512447,14,1,4,3,1,1,1,0,0,0,0,0,26.051364265080444,2,0.6827147391636432,444.41915862339226,0,0,0
5348.809319135454,23,0,2,2,1,0,1,0,0,0,0,0,293.05386467776543,0,0.7418195704284707,339.80206821826647,0,0,0
14463.082933406993,20,0,2,1,1,0,1,0,0,0,1,0,32.4318486689729,2,0.6066295460774513,330.6958975386233,0,0,0
15635.284771936811,2,1,2,3,0,1,0,0,0,0,0,0,544.288284559661,0,0.7342182946753696,40.68424206108411,0,0,0
9874.616274920081,4,0,4,1,1,0,0,0,0,0,0,0,162.68259025210924,2,0.8493400149433181,518.3489037708152,0,0,0
18745.59908410184,10,0,2,2,1,0,0,0,0,0,0,0,373.98024981198023,0,0.4986599396619655,171.64959302443197,0,0,0
32993.00528148454,23,0,1,3,1,0,1,0,0,0,0,0,450.9374816161383,2,0.3228487027800595,1460.6811672733033,0,0,0
145246.25644684047,6,1,6,4,1,0,0,0,0,0,0,0,248.78674439026196,0,0.88474695822801,285.28874456051545,0,0,0
26227.86863603573,5,1,0,3,1,0,1,0,0,1,0,0,50.78526473023072,2,0.8201199349206564,359.148276348472,0,0,0
28496.89436650375,13,0,1,3,1,1,0,0,0,0,0,0,325.4449371248322,4,0.3405458527303808,545.3871266801088,0,0,0
20446.23596694802,0,0,4,3,1,1,0,0,0,0,0,0,42.07095091903628,0,0.358498857448847,369.7417835321441,0,0,0
3233.2037079693155,16,0,4,4,1,1,1,0,0,0,0,0,568.9142981069987,1,0.9091392722368671,84.00493128706962,0,0,0
21450.1329945869,16,0,4,2,1,1,1,0,0,0,0,0,180.06039170413862,2,0.7782627012514007,339.3814454322387,0,0,0
23393.891258633113,13,0,5,5,1,0,1,1,0,0,0,0,163.9450257823636,3,0.44729805651850957,221.74113474852192,0,0,0
258652.8547496741,9,4,5,6,1,0,1,1,0,0,0,0,711.043258461829,1,0.9824619457364873,197.9916384638617,0,0,0
18172.03286117661,7,0,3,2,1,0,1,0,1,0,0,0,82.51921053123701,2,0.981232287668576,200.31661280453358,0,0,0
29778.661005030808,7,0,1,8,0,0,1,0,0,0,0,0,329.10354574985604,0,0.8964058299687089,24.058721087805843,0,0,0
21275.00589005226,13,0,1,3,1,0,1,0,0,0,0,0,520.0843405071417,1,0.6024725791270111,288.95772416659014,0,0,0
6845.330105743006,6,2,3,3,1,0,1,0,0,0,0,0,123.29817764719472,0,0.8061597117689422,243.78846943626277,0,0,0
69066.3430082937,5,1,0,4,1,0,0,0,0,1,0,1,215.93049337766456,1,0.9890845508082993,309.396829003536,0,1,0
46720.252998112555,3,0,3,4,1,1,1,0,0,0,0,0,9.9633792946374,1,0.6771746128006721,508.28186651271056,0,0,0
48583.145388995,0,0,3,3,1,0,1,0,0,0,0,1,380.5318875246041,1,0.599401717048466,624.6733002328438,0,0,0
8871.618655700988,14,2,3,1,1,0,0,0,0,0,0,0,100.37532878438783,0,0.560318667080735,144.5777538566941,0,0,0
89571.66507402278,14,0,3,2,0,0,0,0,0,0,0,0,195.99516761978947,1,0.7794801984390454,326.09420430341885,0,0,0
5421.614548264061,0,0,1,5,0,0,1,0,0,0,0,0,1134.7563732303452,3,0.9530422976294678,282.412444265845,0,0,0
39610.800256214294,19,0,1,2,1,0,1,1,0,0,0,0,35.053542169037456,0,0.5461877079655352,1249.7379076024172,0,0,0
196900.8587187582,2,1,1,5,1,1,1,0,0,1,0,0,222.49078353723445,1,0.44877635469038324,740.9707589725764,0,1,1
8180.132887408591,22,0,4,2,1,1,1,1,0,0,0,0,382.91960374468636,0,0.8753352451323346,97.8115863228202,0,0,0
12502.729636828757,4,0,2,2,0,0,1,0,0,0,0,0,340.221935587179,1,0.5354574420596666,54.80452511786004,0,0,0
24334.52408068065,4,1,2,1,0,0,1,0,0,0,0,0,23.327031509065353,0,0.2632729193595557,272.0879637415448,0,0,1
13313.373640604097,3,1,1,2,1,0,0,0,0,0,0,1,233.6052674978115,0,0.919561169907042,148.09312365414053,0,0,0
4671.972175640215,16,0,2,2,1,0,1,0,0,0,0,0,129.55183095027385,1,0.6407329471062772,772.4706018007842,0,0,0
23589.64149144185,20,0,1,2,1,0,1,0,1,0,0,1,117.59694899088285,0,0.26883996174220226,21.63598412612431,0,0,0
7613.6371964536565,19,2,2,2,0,0,1,0,0,0,0,0,161.7419711844589,1,0.1647600880114147,1456.0185156844605,0,0,0
35369.05027291999,13,0,1,3,1,1,1,0,0,0,0,0,377.4175318954349,1,0.6917044983009383,791.0797096228904,0,0,0
8783.021534616864,7,1,1,7,1,0,0,0,0,0,0,1,268.47518291181154,1,0.3307919903443288,373.785010970227,0,0,0
103770.22979043268,1,0,3,2,1,1,1,0,0,0,0,0,770.2356949424367,1,0.9068212935113971,363.72797548428395,0,1,0
10064.269001468734,7,0,2,1,1,1,1,0,0,0,0,0,61.20156058895318,2,0.4535634446761807,179.41140997446692,0,0,0
15961.557976174743,0,1,4,4,0,1,1,0,1,0,0,0,23.473235787989395,1,0.9820162870849934,67.45482856562835,0,0,0
49687.92462984699,3,2,1,4,1,0,1,1,0,0,0,0,403.95599975549095,1,0.6789843693457488,6.318312155243243,0,0,0
6432.6102502005715,18,1,1,1,1,0,1,0,0,0,0,0,237.98894677591937,1,0.48784822102381226,71.34412366046908,0,0,0
27652.1824357495,4,1,1,6,1,0,1,0,0,0,0,0,403.59570097052375,0,0.9044986113717848,188.39824050645478,0,0,0
81400.99327261226,4,0,0,0,1,0,0,0,1,0,0,0,88.848827245582,2,0.94105525715475,139.70124368585462,0,0,0
4413.912509305004,20,1,1,5,1,0,1,0,0,0,0,0,6.303233974689816,0,0.6628975432555972,235.95094377531598,1,0,0
26492.947872302422,19,1,1,4,0,0,1,1,0,0,0,1,21.854980192469608,2,0.8152972469878208,321.01953099767564,0,1,1
28563.43819675952,23,0,4,5,1,1,1,1,0,1,0,0,1324.7181776006146,0,0.5707920613561693,343.48412781041657,0,0,0
48137.79333417017,18,1,2,3,1,1,1,1,0,0,0,0,263.9060622194931,0,0.43028767081331903,199.66749221922817,0,0,0
6393.577750999548,11,0,0,3,1,0,0,1,0,0,0,0,73.74368568082353,1,0.8755801856525233,834.1337765147987,0,0,0
5881.360471979361,19,0,0,5,0,0,1,0,0,0,0,0,86.64210248304506,2,0.35597467622236767,187.0588937025806,0,0,0
37121.12767509472,0,0,3,3,1,0,0,0,0,0,0,1,253.83291206288678,1,0.6824039965642476,172.92087873248738,0,0,0
29643.10032305306,6,0,2,3,1,0,1,0,0,0,0,0,462.3952498093471,2,0.5024683135673912,55.03477999519605,0,0,0
28296.484416402473,16,1,0,0,1,1,0,0,0,0,0,0,66.18403091659927,0,0.8936212641900175,92.42157606379666,0,0,0
31146.221275726926,1,2,1,1,1,0,1,0,0,1,1,0,87.08886476884959,1,0.8201524965177308,14.489449500123936,0,0,0
11158.705989172664,10,1,0,5,1,0,0,1,0,1,0,0,518.3338640129841,0,0.5626659344242289,565.1077445019904,0,0,0
27785.058666616307,6,1,1,1,1,0,1,1,0,0,0,0,139.86405364029613,1,0.2895618108650431,286.3907743604915,0,0,0
29527.35714076945,16,0,0,4,1,0,1,0,0,0,0,0,232.7843764729878,1,0.4206321310958135,239.575580464099,0,1,1
10782.16416757228,2,0,2,7,1,0,1,0,0,0,0,0,250.32012887147044,0,0.9721197792483168,576.608929688812,0,0,1
142311.63023685358,21,0,4,4,0,0,0,0,0,1,0,0,138.50899500666463,0,0.1430467764710756,81.300473297746,0,0,0
35377.55720848008,5,0,4,2,1,0,1,0,0,0,0,0,85.12457165226338,0,0.5274039510062565,132.04358248864816,0,0,0
6692.190327808257,21,1,2,3,0,0,1,0,0,0,0,1,323.07736151428213,1,0.4520286051897595,295.92311813996025,0,0,0
42470.01636482017,10,0,2,2,1,0,1,0,0,0,0,0,358.72357413926596,3,0.656897446539736,357.02520030761485,0,0,0
8310.859646842662,17,0,3,8,1,1,1,0,0,0,0,0,635.8096263113156,0,0.7590324927100769,432.55947974551646,0,0,0
48391.74903759506,17,1,5,5,1,0,1,0,0,0,0,0,455.29585138375955,3,0.2724131315551076,558.5995565422958,0,0,0
70164.34668424897,21,0,1,4,0,0,1,0,0,0,0,0,24.82030124449351,1,0.6183500322070843,271.4949217252178,0,0,0
9694.535756069537,9,0,2,2,0,1,0,0,0,0,0,0,9.961964238578199,1,0.34113567542274764,206.2888537486417,0,0,0
57720.9879645532,4,0,1,2,1,1,1,0,0,0,0,0,308.2106456688831,2,0.8052697738573515,120.5615758963884,0,0,0
33282.297464303425,22,0,3,2,1,0,1,0,1,0,0,0,264.1427640295341,1,0.4498566409776539,537.3791303733291,0,0,0
50114.22405218491,22,2,1,1,1,0,1,1,0,0,0,1,125.36572258622375,0,0.28451885031556584,382.4982953266117,0,0,0
146795.0951256793,20,0,0,2,1,0,1,0,0,0,0,0,177.20941247094834,1,0.6445945807368817,112.37616009794985,0,0,0
17233.524834104926,23,0,0,1,1,0,1,0,0,0,0,0,380.47488021139316,2,0.8757967183961104,80.70926166992137,0,0,0
10365.765076893427,21,2,1,1,1,0,1,1,0,0,0,0,195.55446946214084,0,0.9024606782076127,434.18908894773716,0,1,0
9049.688085183881,14,0,3,4,1,0,0,0,0,0,0,0,20.472585746577327,1,0.8595613868144366,635.5027676934468,0,0,0
9741.883103209713,20,1,1,3,1,0,0,1,0,0,0,0,359.7664535454429,1,0.929757777029411,743.7264084655174,0,0,0
20392.007025655854,19,0,0,4,1,0,0,0,1,0,0,1,528.9186130718501,2,0.22592675233726153,347.17257085748037,0,0,0
30981.699635623678,22,0,3,3,0,1,0,0,0,0,0,0,602.8718677187069,1,0.6994845237470215,185.60207418543368,0,0,0
29047.590026272046,3,0,2,3,1,0,0,1,0,0,0,0,114.03325596485683,0,0.952325060593874,4.115382218658168,0,0,0
50371.62245875581,20,0,1,3,1,1,0,0,0,0,0,0,305.5526754672894,1,0.6690130192693424,35.72771611515624,0,0,0
22314.72139482562,20,0,3,5,1,0,0,0,0,0,0,0,77.92903728370088,2,0.9279923725041407,246.14123877743057,0,0,0
94233.7877411078,0,0,0,6,1,1,1,0,0,0,0,0,38.00527756429568,0,0.3383971779311736,164.03259009435823,0,0,0
16904.635728561825,14,1,2,2,1,1,1,0,0,0,0,0,245.3020043695612,3,0.723936348186514,0.4470499362201715,0,0,0
334425.4175050694,16,0,0,0,1,0,0,0,0,0,0,0,313.38860775149146,2,0.8865454835609021,161.43004393984043,0,0,0
41178.326774599394,18,1,1,5,1,0,0,0,0,0,0,0,1331.4232178921823,0,0.4240378558247087,84.81562059053472,0,1,0
9347.29657007022,13,0,4,7,1,1,1,1,0,0,0,0,16.30342280368978,1,0.4440136053415371,150.8420654421115,0,0,0
7548.525324739861,18,0,2,3,0,1,1,0,0,0,0,0,7.425193711836592,2,0.7690916736989145,794.6786459594045,0,0,0
35684.52552961398,17,1,0,2,1,0,1,0,0,0,0,0,171.96061705359082,0,0.28524097939085163,214.86473595577118,0,0,0
17615.548256009457,1,0,4,6,1,0,1,1,0,0,0,0,668.5574058666523,0,0.8950178638362106,384.56818246700425,0,0,0
44981.226557396934,5,1,1,2,1,0,1,0,0,0,0,1,201.380024961988,0,0.5785814610535356,37.22750868494349,0,1,0
35356.5033454834,12,1,3,4,1,0,0,1,0,0,0,0,194.50144885965227,1,0.6194461778197478,42.187285108084666,0,0,0
20479.324338870425,16,1,1,4,1,0,1,0,0,0,0,1,76.66802871971578,0,0.5023016698958555,546.4458127165797,0,0,0
9444.674171972323,5,0,6,5,1,0,1,0,0,0,1,0,115.10542346045682,0,0.3843527880756045,147.4033805788625,0,0,0
4842.337198046443,20,2,2,3,1,0,1,0,0,0,0,0,358.33242628609986,0,0.570591239072427,180.72747218639745,0,1,0
14093.726495138299,21,0,3,3,0,1,1,1,0,0,0,0,65.41337257742708,4,0.9344147025820823,230.63367862042927,0,0,0
51864.965066732235,4,0,1,4,0,0,1,0,0,1,0,1,58.67523708233847,3,0.6763821894905079,1893.557931756753,0,0,0
27285.037230677266,6,0,1,4,1,1,0,0,0,0,0,0,101.98089012042134,2,0.6596628032376959,10.453644616888942,0,0,0
6337.636722824863,0,0,2,3,1,0,1,0,0,0,0,0,221.34533496915245,0,0.9541197602868888,2564.908133437567,0,0,0
26191.25684502816,12,0,1,1,1,1,1,0,0,0,0,0,16.650080750034977,3,0.8340808488127444,107.41728610510188,0,0,0
32380.684925103615,18,0,1,2,1,0,0,0,1,0,0,0,0.07765599012557223,1,0.9451355789973804,357.73254829280546,0,0,0
9101.027186743582,21,0,1,3,1,0,0,0,0,0,0,0,105.45369413440685,5,0.8937766908177722,5.330348794751908,0,0,0
25686.609550718378,0,0,6,1,1,1,0,0,0,0,0,0,151.76686032960063,1,0.8644056406861286,409.13600904175314,0,1,0
23346.648472950783,12,0,2,4,1,0,0,0,0,0,0,0,251.79438996209424,0,0.987914136972667,101.85420699959899,0,0,0
7023.589577576735,10,0,1,4,1,0,1,0,0,0,0,0,31.6375560145137,1,0.649362454190915,245.9038559251082,0,0,0
31501.40290057782,6,0,2,5,1,0,0,0,0,0,0,1,354.502797663118,0,0.1758449549292578,5.5847981163713,0,0,0
38591.39203727975,19,0,0,5,1,0,1,0,1,0,0,0,47.87777459952822,1,0.7766705753765472,55.66434789445188,0,1,0
65059.0919735412,2,0,2,3,1,0,1,0,0,0,0,0,177.3138425688389,1,0.8663304568143056,334.58874698589426,0,0,1
63183.72631963208,0,0,2,2,1,1,0,0,0,0,0,0,236.92834376555626,1,0.5384753548106237,446.8579137360056,0,0,1
5554.31638804572,7,1,1,4,1,0,0,0,0,0,0,0,705.4694178978544,1,0.9900574624274382,606.5511187354799,0,0,0
8622.884703780815,16,2,1,1,0,1,1,0,0,0,0,0,330.33290762288436,1,0.9718081967640493,44.04757744998105,0,0,0
36865.64133805426,12,0,3,2,1,1,1,0,0,0,0,1,53.29880561791672,0,0.7688923865015144,268.21068013754723,0,0,0
36819.613249358816,13,0,1,2,1,1,0,0,1,0,0,0,129.24974013180966,0,0.8503200623849738,293.41978608588533,0,0,0
36866.09917888728,4,3,3,3,0,0,1,0,0,0,0,1,405.91883866915015,0,0.8342420880026029,102.36379311172337,0,0,1
1037922.3064765224,23,1,3,4,1,1,0,0,0,0,0,0,25.07357364694117,1,0.3187581208865991,322.0962032875473,0,0,0
38983.37338284051,21,1,1,4,1,0,1,0,0,0,0,0,23.51006095269992,1,0.5282350518097433,1468.2372426364343,0,0,0
